L,beta,susceptibility_standard,susceptibility_improved,mean_cluster_size,ratio_mean_cluster_to_chi_beta
24,1.0,186.81247400611625,194.3921584050916,158.073,0.8131655170502994
24,0.9,85.02723288293687,86.11884003286386,78.211,0.8173577346506116
24,0.8,24.00793340137775,22.516478750236264,22.932,0.8147632764207192
24,0.7,6.691621023676056,8.215204873898298,9.761,0.8317138896571097
24,0.6,5.5319532775138365,4.012973726058425,5.612,0.8390785063293428
24,0.5,2.364083803855242,2.0851949865731867,3.632,0.8709017677931491
