L,beta,energy,energy_per_site,specific_heat,susceptibility_standard,susceptibility_improved,mean_cluster_size,ratio_mean_cluster_to_chi_beta
24,0.75,-519.855002436181,-0.9025260458961477,0.27017435664117784,11.806723013889224,11.687285710828057,12.695,0.8146673432633494
24,0.8,-598.0358977248454,-1.0382567668834122,0.6488152415306024,41.0436487757561,23.835323136613145,24.545,0.8238193326541223
24,0.8500000000000001,-647.3622559373526,-1.1238928054467927,0.6126686811069894,64.70802120093468,52.772209140224376,50.49,0.8132405426872288
24,0.9,-670.3619190522309,-1.1638227761323452,1.6108078318398296,79.19437162477318,82.81036743680689,75.625,0.8219079579853201
24,0.9500000000000001,-724.0719126730733,-1.2570692928351965,1.768835593116065,127.59871619653171,150.84055778026308,128.73,0.8107468031121378
24,1.0,-752.0816716690086,-1.3056973466475845,1.1690635068720843,189.3972553958002,181.40184271500104,147.79,0.8147105772910569
24,1.05,-790.4457627086551,-1.372301671369193,0.5415138535160713,244.92477123287358,247.92169627549083,191.15,0.8095600466405879
24,1.1,-818.4369025221234,-1.4208974002120198,0.8842907448536145,285.63440417875233,270.88856891060914,199.46,0.8099492750186963
24,1.1500000000000001,-847.0449021052128,-1.4705640661548833,0.9823341294517949,328.4671971518315,338.829251836246,239.655,0.8133986322208017
24,1.2000000000000002,-860.3612050665492,-1.4936826476849814,0.489494589046517,360.635422655399,341.881420961438,231.545,0.8127203848007294
24,1.25,-867.4564040717798,-1.5060007015135066,0.9342369739828074,390.8715951374915,414.58570128338965,269.15,0.8115029026773609
24,1.3,-892.6382492211437,-1.5497191826755967,0.6806942312534254,403.3581257031572,445.45479929879104,278.255,0.8120498433722493
24,1.35,-912.1777404923272,-1.583641910576957,0.6281524587804006,462.0198236223286,411.20807459932144,244.95,0.8041731678596412
24,1.4000000000000001,-918.8769852674616,-1.5952725438671207,0.437566881283492,491.295933659796,518.0121182111579,306.18,0.8274941549249011
24,1.4500000000000002,-923.8003954384194,-1.6038201309694782,0.7308914613131953,515.7476962497003,514.828332459323,291.34,0.8205511883582624
24,1.5,-936.6889922922984,-1.6261961671741292,0.49557396981026614,538.5832651485862,476.11415017258923,262.63,0.8274171222535536
24,1.55,-945.4238174082801,-1.6413607941115975,0.2866171034598574,573.0482364381085,575.3217440783003,300.285,0.8090112268321537
24,1.6,-953.6525034828721,-1.6556467074355419,0.5748380883912454,599.7206977316486,578.2027485673507,294.32,0.8144409572019646
24,1.6500000000000001,-964.5129588444652,-1.6745016646605297,0.585397288683762,642.3681124445515,609.3075044737,299.72,0.8116394371790414
24,1.7000000000000002,-965.5648645461807,-1.6763278898371192,0.5419214869155077,672.9405007860269,664.6403967056409,317.43,0.811914236141434
24,1.75,-971.97428601583,-1.6874553576663716,0.6483733555338631,697.828102578969,627.0099898068296,294.92,0.8231288311036385
24,1.8,-975.1737151615941,-1.6930099221555455,0.5602643340967917,717.4312054270058,706.8293707055335,326.61,0.8317396310416189
24,1.85,-983.016082768035,-1.706625143694505,0.37953134378536313,773.1327881846289,743.3327464958534,320.935,0.7987402045704334
24,1.9000000000000001,-986.8774247476973,-1.7133288624091967,0.4947657127580452,781.2875350397242,748.6981287742942,321.385,0.815591059376193
24,1.9500000000000002,-987.6221353666482,-1.7146217627893199,0.5764987688893781,785.7673970925233,837.2668822484679,348.345,0.8112977646695199
24,2.0,-996.416094557204,-1.7298890530507014,0.5002200895081235,821.569543791661,895.3054035459343,366.05,0.8177097972384114
