beta,beta_over_beta_c,energy_per_spin,magnetization_abs,specific_heat,binder,tau_energy,tau_magnetization
0.4,0.9076741256852089,-0.85,0.359375,0.24160000000000087,0.4259194291013624,11.430864197530864,157.94444444444446
0.42500000000000004,0.9644037585405345,-1.40625,0.7375,0.4267265625000021,0.6238873935490918,6.22,0.9506666666666665
0.45,1.02113339139586,-1.7625,0.928125,0.2713500000000007,0.6636222320298966,1.4446712018140586,3.4703703703703703
0.475,1.0778630242511855,-1.5125,0.759375,0.6069312499999995,0.6109024511985686,1.8615912208504803,5.05679012345679
0.5,1.134592657106511,-1.81875,0.95,0.5056249999999949,0.6630093060946323,2.4351473922902493,2.4333333333333336
