beta,T,T_over_T_c,energy_per_spin,magnetization_abs,specific_heat,binder,tau_energy,tau_magnetization
0.35,2.857142857142857,1.2591051243136329,-0.89169921875,0.106182861328125,0.49364987792968856,0.03597335729804818,301.78248528562784,8857.500400117944
0.37222222222222223,2.6865671641791042,1.1839346691307293,-0.98203369140625,0.13510986328125,0.6663362072586296,0.06644898146301548,74.52533792709586,148.17641191197112
0.39444444444444443,2.535211267605634,1.11723412439097,-1.09994873046875,0.219737548828125,0.9406291892042471,0.1937689699144448,1122.9529474332326,2424.7461468847446
0.4166666666666667,2.4,1.0576483044234515,-1.25140625,0.414400634765625,1.3489763726128325,0.4753854320099685,285.794862794894,123.88767280324366
0.4388888888888889,2.278481012658228,1.0040964915412516,-1.439814453125,0.6762841796875,1.6077856881481056,0.6248324848505419,248.4461332924952,1254.1009960116166
0.46111111111111114,2.1686746987951806,0.9557062991778177,-1.5933837890625,0.825125732421875,1.1759695455480776,0.659571847151514,232.3364304373858,383.28280575431666
0.4833333333333334,2.068965517241379,0.9117657796753892,-1.69011474609375,0.88382080078125,0.9059231271006358,0.6642536076262655,223.0573472976114,342.74274406792847
0.5055555555555555,1.978021978021978,0.8716881629863612,-1.76025634765625,0.918077392578125,0.693609500860245,0.6657160811741394,230.57022663889015,265.8254088761028
0.5277777777777778,1.894736842105263,0.8349855034921986,-1.81448974609375,0.9404345703125,0.5614126340843302,0.6661629332461703,300.6482062364025,256.4523285798035
0.55,1.8181818181818181,0.8012487154723118,-1.85143310546875,0.95410400390625,0.4459489396819402,0.666350041139559,249.3599746840766,254.61604388810912
