beta,T,T_over_T_c,energy_per_spin,magnetization_abs,specific_heat,binder,tau_energy,tau_magnetization
0.35,2.857142857142857,1.2591051243136329,-0.8802740478515625,0.0497711181640625,0.5253384385338062,-0.03595919481374854,346.79205956600987,284.11135500966634
0.37222222222222223,2.6865671641791042,1.1839346691307293,-0.9746173095703125,0.065010986328125,0.675904130260346,0.025541790508226025,35.77570405623652,2271.3108503183666
0.39444444444444443,2.535211267605634,1.11723412439097,-1.081290283203125,0.09548431396484375,0.9648177039235423,0.05119882036718615,814.2836928008562,1376.3533940306806
0.4166666666666667,2.4,1.0576483044234515,-1.212947998046875,0.18751312255859376,1.5421136124929706,0.19759737818138035,112.60241412999771,394.4762345304111
0.4388888888888889,2.278481012658228,1.0040964915412516,-1.4152197265625,0.6006948852539062,3.0549107912295312,0.6162549072694958,276.8682965830478,117.18219034936646
0.46111111111111114,2.1686746987951806,0.9557062991778177,-1.582191162109375,0.8158523559570312,3.6785607898610264,0.6624923675843088,82.65556897609217,111.54066674173119
0.4833333333333334,2.068965517241379,0.9117657796753892,-1.6849493408203124,0.8809579467773437,3.3005519832695756,0.6649631936055799,1777.3451964307233,271.5231234460602
0.5055555555555555,1.978021978021978,0.8716881629863612,-1.7576348876953125,0.9165740966796875,1.8563599053203896,0.665993869570062,293.79855733656296,217.86398983089404
0.5277777777777778,1.894736842105263,0.8349855034921986,-1.81140380859375,0.9388616943359375,0.8336011842136809,0.6664595817270305,186.47539115242895,144.18734248283516
0.55,1.8181818181818181,0.8012487154723118,-1.8516168212890625,0.9541397094726562,0.45142958968721364,0.6665883228443565,241.548514084521,262.18278325823695
