beta,T,T_over_T_c,energy_per_spin,magnetization_abs,specific_heat,binder,tau_energy,tau_magnetization
0.35,2.857142857142857,1.2591051243136329,-0.922021484375,0.23513671875,0.5399420028686547,0.18009237921725774,5750.407593930144,5384.5605252409805
0.37222222222222223,2.6865671641791042,1.1839346691307293,-1.030927734375,0.3239306640625,0.7556370728134263,0.32862319911949367,475.2322615777463,737.9652231690533
0.39444444444444443,2.535211267605634,1.11723412439097,-1.163046875,0.4452734375,0.9919195828993018,0.46427093051562796,1650.550534351463,244.06142979860246
0.4166666666666667,2.4,1.0576483044234515,-1.314873046875,0.6025634765625,1.288995323181139,0.5706003710804834,479.8341871588075,1306.0049437365608
0.4388888888888889,2.278481012658228,1.0040964915412516,-1.46681640625,0.733427734375,1.254877845169646,0.6230464904862881,191.1761883957645,219.41989725358883
0.46111111111111114,2.1686746987951806,0.9557062991778177,-1.598330078125,0.8323974609375,1.0706049882081405,0.6503420220696134,2845.74677083858,9989.072796445333
0.4833333333333334,2.068965517241379,0.9117657796753892,-1.69828125,0.8880908203125,0.872174672743062,0.659534526910365,234.37300196785418,227.35349938965038
0.5055555555555555,1.978021978021978,0.8716881629863612,-1.765361328125,0.9202587890625,0.639390805807976,0.6634756960338436,259.80873526628017,522.0319577031572
0.5277777777777778,1.894736842105263,0.8349855034921986,-1.815986328125,0.940908203125,0.5300418752223252,0.6648331534638341,689.5108612811295,486.95950369059926
0.55,1.8181818181818181,0.8012487154723118,-1.854443359375,0.955419921875,0.42588229827878943,0.665516274553617,297.65068366664474,127.72509146178567
