beta,Cv
0.51270905,0.63539892
0.513712395,0.629642479
0.51471574,0.623951469
0.515719084,0.618325399
0.516722429,0.612763752
0.517725773,0.607265984
0.518729118,0.601831528
0.519732462,0.596459799
0.520735807,0.591150191
0.521739151,0.58590208
0.522742496,0.580714829
0.52374584,0.575587788
0.524749185,0.570520295
0.525752529,0.565511677
0.526755874,0.560561255
0.527759218,0.555668342
0.528762563,0.550832244
0.529765907,0.546052264
0.530769252,0.541327701
0.531772596,0.536657853
0.532775941,0.532042015
0.533779285,0.527479484
0.53478263,0.522969554
0.535785974,0.518511523
0.536789319,0.514104692
0.537792664,0.509748361
0.538796008,0.505441837
0.539799353,0.501184429
0.540802697,0.496975452
0.541806042,0.492814224
0.542809386,0.488700071
0.543812731,0.484632322
0.544816075,0.480610314
0.54581942,0.47663339
0.546822764,0.4727009
0.547826109,0.468812202
0.548829453,0.46496666
0.549832798,0.461163645
0.550836142,0.457402538
0.551839487,0.453682726
0.552842831,0.450003604
0.553846176,0.446364577
0.55484952,0.442765056
0.555852865,0.439204462
0.556856209,0.435682222
0.557859554,0.432197775
0.558862898,0.428750565
0.559866243,0.425340047
0.560869588,0.421965682
0.561872932,0.418626942
0.562876277,0.415323305
0.563879621,0.412054258
0.564882966,0.408819298
0.56588631,0.405617928
0.566889655,0.402449661
0.567892999,0.399314017
0.568896344,0.396210525
0.569899688,0.393138719
0.570903033,0.390098146
0.571906377,0.387088358
0.572909722,0.384108913
0.573913066,0.381159379
0.574916411,0.378239332
0.575919755,0.375348354
0.5769231,0.372486035
0.577926444,0.369651971
0.578929789,0.366845767
0.579933133,0.364067034
0.580936478,0.36131539
0.581939822,0.35859046
0.582943167,0.355891876
0.583946511,0.353219274
0.584949856,0.350572301
0.585953201,0.347950607
0.586956545,0.345353849
0.58795989,0.34278169
0.588963234,0.3402338
0.589966579,0.337709853
0.590969923,0.335209532
0.591973268,0.332732521
0.592976612,0.330278514
0.593979957,0.327847209
0.594983301,0.325438309
0.595986646,0.323051521
0.59698999,0.320686559
0.597993335,0.318343143
0.598996679,0.316020995
0.600000024,0.313719844
