beta,beta_over_beta_c,energy_per_spin,magnetization_abs,binder
0.1,0.22691853142130222,-0.204912109375,0.029954833984375,0.018839339246596754
0.12083333333333333,0.2741932254674069,-0.2477880859375,0.033392333984375,-0.006991643253710267
0.14166666666666666,0.32146791951351145,-0.29135009765625,0.034285888671875,-0.009972918894923355
0.1625,0.36874261355961613,-0.3420849609375,0.037196044921875,0.03864595397911352
0.18333333333333335,0.41601730760572075,-0.38619140625,0.039814453125,0.05936018796043452
0.20416666666666666,0.4632920016518254,-0.44012451171875,0.04187744140625,0.027044444072592766
0.225,0.51056669569793,-0.492236328125,0.045958251953125,-0.03029522027449394
0.24583333333333332,0.5578413897440346,-0.549833984375,0.05159423828125,0.020015659130771746
0.26666666666666666,0.6051160837901393,-0.60699951171875,0.0596240234375,-0.008655001366841164
0.2875,0.6523907778362439,-0.66863525390625,0.062021484375,-0.03352862823438674
0.30833333333333335,0.6996654718823485,-0.738671875,0.0719140625,0.017284906008550704
0.32916666666666666,0.7469401659284531,-0.80911376953125,0.0840380859375,-0.02508217067733054
0.35,0.7942148599745578,-0.8923291015625,0.10304443359375,0.05974808955364341
0.35666666666666663,0.8093427620693112,-0.915556640625,0.1115478515625,0.01857586751168172
0.36333333333333334,0.8244706641640648,-0.94326904296875,0.120677490234375,0.022469586424398225
0.37,0.8395985662588182,-0.97695556640625,0.13834228515625,0.06352906431911343
0.37666666666666665,0.8547264683535717,-1.00300048828125,0.146513671875,0.08031190605582572
0.3833333333333333,0.8698543704483251,-1.04302001953125,0.179407958984375,0.12787350754968563
0.39,0.8849822725430787,-1.0726220703125,0.19009521484375,0.1509824093891513
0.39666666666666667,0.9001101746378322,-1.111884765625,0.230206298828125,0.23473893111479993
0.4033333333333333,0.9152380767325856,-1.152587890625,0.2749267578125,0.3021951796462221
0.41,0.9303659788273391,-1.1973876953125,0.331380615234375,0.3825766216850105
0.4166666666666667,0.9454938809220926,-1.247021484375,0.3983056640625,0.4534689651727202
0.42333333333333334,0.9606217830168461,-1.30189453125,0.497301025390625,0.5477020639470322
0.43,0.9757496851115995,-1.36509521484375,0.5820068359375,0.589568340836954
0.43666666666666665,0.990877587206353,-1.41354736328125,0.64349365234375,0.6127286709165987
0.44333333333333336,1.0060054893011066,-1.475302734375,0.71697021484375,0.6370234313078401
0.45,1.02113339139586,-1.5238134765625,0.766484375,0.6493445856750257
0.45666666666666667,1.0362612934906135,-1.56572998046875,0.80280517578125,0.6554075993373767
0.4633333333333334,1.0513891955853671,-1.601181640625,0.830555419921875,0.6599047930420905
0.47000000000000003,1.0665170976801206,-1.632080078125,0.849403076171875,0.6618438973304372
0.4766666666666667,1.081644999774874,-1.66394775390625,0.87123046875,0.6637371733346407
0.4833333333333334,1.0967729018696275,-1.69565185546875,0.887213134765625,0.6645157704471776
0.49,1.111900803964381,-1.715537109375,0.896507568359375,0.6649842377821447
0.4966666666666667,1.1270287060591344,-1.739609375,0.908697509765625,0.6653869977960338
0.5033333333333334,1.142156608153888,-1.756787109375,0.91638427734375,0.6656043943820962
0.51,1.1572845102486413,-1.77348388671875,0.9231591796875,0.6658375134949459
0.5166666666666667,1.172412412343395,-1.7906689453125,0.93066650390625,0.6659958628948315
0.5233333333333334,1.1875403144381484,-1.80293701171875,0.93568115234375,0.6660637004809797
0.53,1.202668216532902,-1.81508544921875,0.940242919921875,0.6660908700507213
0.5366666666666667,1.2177961186276554,-1.82971435546875,0.945548095703125,0.6662107147176859
0.5433333333333333,1.2329240207224088,-1.841767578125,0.950455322265625,0.6663144081632937
0.55,1.2480519228171623,-1.8523974609375,0.95444580078125,0.6663586496037459
0.5727272727272728,1.2996243163220036,-1.88226806640625,0.964853515625,0.666471347838606
0.5954545454545455,1.3511967098268451,-1.90464599609375,0.972113037109375,0.6665123671698543
0.6181818181818182,1.4027691033316865,-1.922783203125,0.977869873046875,0.6665611385781465
0.640909090909091,1.454341496836528,-1.93831787109375,0.9826220703125,0.6665872496285407
0.6636363636363637,1.5059138903413694,-1.9492822265625,0.9859716796875,0.6666126296788355
0.6863636363636364,1.5574862838462107,-1.9594921875,0.9889208984375,0.6666221543939245
0.7090909090909091,1.6090586773510522,-1.966650390625,0.990997314453125,0.6666370194841738
0.7318181818181819,1.6606310708558938,-1.97219970703125,0.992545166015625,0.6666402259631545
0.7545454545454546,1.7122034643607351,-1.97697265625,0.9938720703125,0.6666453989775263
0.7772727272727273,1.7637758578655764,-1.981533203125,0.995103759765625,0.6666499200173784
0.8,1.8153482513704178,-1.98537841796875,0.996170654296875,0.6666536132964553
