beta,beta_over_beta_c,energy_per_spin,magnetization_abs,binder
0.1,0.22691853142130222,-0.203828125,0.0651611328125,-0.0327680947067952
0.12083333333333333,0.2741932254674069,-0.250625,0.0680224609375,-0.07983517737873447
0.14166666666666666,0.32146791951351145,-0.297802734375,0.0680712890625,0.02874036157634252
0.1625,0.36874261355961613,-0.33869140625,0.075107421875,-0.03867211224944467
0.18333333333333335,0.41601730760572075,-0.3938671875,0.08150390625,0.014923512244703896
0.20416666666666666,0.4632920016518254,-0.44724609375,0.0885546875,0.027963154338095708
0.225,0.51056669569793,-0.496904296875,0.0943017578125,-0.0049971786245257555
0.24583333333333332,0.5578413897440346,-0.56162109375,0.1050830078125,0.03635419159200315
0.26666666666666666,0.6051160837901393,-0.615947265625,0.1166064453125,0.0766598668427374
0.2875,0.6523907778362439,-0.684013671875,0.13470703125,0.058928195721484444
0.30833333333333335,0.6996654718823485,-0.752763671875,0.1548876953125,0.09726060129054848
0.32916666666666666,0.7469401659284531,-0.82611328125,0.1851123046875,0.12087419421820012
0.35,0.7942148599745578,-0.918427734375,0.2367041015625,0.21134475363288507
0.35666666666666663,0.8093427620693112,-0.953369140625,0.2583740234375,0.2219381141956489
0.36333333333333334,0.8244706641640648,-0.98169921875,0.283388671875,0.26736416047874767
0.37,0.8395985662588182,-1.0135546875,0.302568359375,0.29141079061297737
0.37666666666666665,0.8547264683535717,-1.05919921875,0.3466162109375,0.3633084213517167
0.3833333333333333,0.8698543704483251,-1.1067578125,0.3953076171875,0.40979967957387053
0.39,0.8849822725430787,-1.12541015625,0.412607421875,0.4398616334455361
0.39666666666666667,0.9001101746378322,-1.1716015625,0.458232421875,0.47907921824019406
0.4033333333333333,0.9152380767325856,-1.231640625,0.5223876953125,0.5245982509774971
0.41,0.9303659788273391,-1.27109375,0.557119140625,0.5473219794884252
0.4166666666666667,0.9454938809220926,-1.32732421875,0.6133447265625,0.5757398472090616
0.42333333333333334,0.9606217830168461,-1.369140625,0.6482568359375,0.58784480421493
0.43,0.9757496851115995,-1.414345703125,0.691083984375,0.6111405479846641
0.43666666666666665,0.990877587206353,-1.462802734375,0.73134765625,0.6232120034861403
0.44333333333333336,1.0060054893011066,-1.501669921875,0.7567431640625,0.628408550186226
0.45,1.02113339139586,-1.542626953125,0.7950146484375,0.6417431041365543
0.45666666666666667,1.0362612934906135,-1.58318359375,0.8239794921875,0.6491755024102175
0.4633333333333334,1.0513891955853671,-1.609443359375,0.84064453125,0.652568664501995
0.47000000000000003,1.0665170976801206,-1.639677734375,0.8575,0.6557750403059988
0.4766666666666667,1.081644999774874,-1.670791015625,0.875244140625,0.6583195091647263
0.4833333333333334,1.0967729018696275,-1.694853515625,0.8874658203125,0.6596031186217302
0.49,1.111900803964381,-1.72310546875,0.900419921875,0.6611711246020925
0.4966666666666667,1.1270287060591344,-1.736923828125,0.90734375,0.6621118672836195
0.5033333333333334,1.142156608153888,-1.7581640625,0.9181640625,0.6634297919461218
0.51,1.1572845102486413,-1.774716796875,0.9242724609375,0.663412325898814
0.5166666666666667,1.172412412343395,-1.791494140625,0.931337890625,0.6641676833386608
0.5233333333333334,1.1875403144381484,-1.80435546875,0.936279296875,0.6645562244222734
0.53,1.202668216532902,-1.8177734375,0.9412158203125,0.6648336914474593
0.5366666666666667,1.2177961186276554,-1.832021484375,0.9470263671875,0.6651195759230069
0.5433333333333333,1.2329240207224088,-1.844208984375,0.9515234375,0.6652666685961943
0.55,1.2480519228171623,-1.85236328125,0.9542431640625,0.6654726957242976
0.5727272727272728,1.2996243163220036,-1.884619140625,0.965712890625,0.665992165124902
0.5954545454545455,1.3511967098268451,-1.903798828125,0.971884765625,0.666066510568029
0.6181818181818182,1.4027691033316865,-1.92576171875,0.979130859375,0.6662929317006885
0.640909090909091,1.454341496836528,-1.939287109375,0.982958984375,0.6663556990060708
0.6636363636363637,1.5059138903413694,-1.9537890625,0.9872216796875,0.6664481102553357
0.6863636363636364,1.5574862838462107,-1.96498046875,0.990458984375,0.6665020059845688
0.7090909090909091,1.6090586773510522,-1.9740234375,0.99287109375,0.666539885362878
0.7318181818181819,1.6606310708558938,-1.979111328125,0.9944384765625,0.6665807730016996
0.7545454545454546,1.7122034643607351,-1.98455078125,0.9959326171875,0.6666072565624183
0.7772727272727273,1.7637758578655764,-1.989169921875,0.9971630859375,0.6666213381012351
0.8,1.8153482513704178,-1.9920703125,0.997880859375,0.666630909491025
