beta,beta_over_beta_c,energy_per_spin,magnetization_abs,binder
0.1,0.22691853142130222,-0.2055859375,0.1257421875,0.07191477866175666
0.12083333333333333,0.2741932254674069,-0.2589453125,0.13482421875,0.06589907616493695
0.14166666666666666,0.32146791951351145,-0.311171875,0.14521484375,0.03765786529526027
0.1625,0.36874261355961613,-0.3501171875,0.1517578125,0.03352704006213403
0.18333333333333335,0.41601730760572075,-0.4096484375,0.1644140625,0.036314212218799824
0.20416666666666666,0.4632920016518254,-0.4604296875,0.17619140625,0.04422197386182747
0.225,0.51056669569793,-0.519921875,0.2044921875,0.09007046371247895
0.24583333333333332,0.5578413897440346,-0.58328125,0.2269921875,0.13108491343939488
0.26666666666666666,0.6051160837901393,-0.6627734375,0.26015625,0.15131312351253268
0.2875,0.6523907778362439,-0.739375,0.30400390625,0.2588194539212064
0.30833333333333335,0.6996654718823485,-0.82359375,0.3588671875,0.3436310742016442
0.32916666666666666,0.7469401659284531,-0.9164453125,0.41060546875,0.3809947691875343
0.35,0.7942148599745578,-1.0486328125,0.4951171875,0.45477027244236334
0.35666666666666663,0.8093427620693112,-1.0606640625,0.51126953125,0.4737109045150182
0.36333333333333334,0.8244706641640648,-1.09375,0.53076171875,0.48882280332021544
0.37,0.8395985662588182,-1.138359375,0.55974609375,0.5115606307585663
0.37666666666666665,0.8547264683535717,-1.178671875,0.58240234375,0.5177752073711088
0.3833333333333333,0.8698543704483251,-1.222421875,0.6134375,0.5380825606916677
0.39,0.8849822725430787,-1.245859375,0.63736328125,0.5541157297280084
0.39666666666666667,0.9001101746378322,-1.31203125,0.67302734375,0.5710981830280084
0.4033333333333333,0.9152380767325856,-1.33546875,0.69283203125,0.5824056580732206
0.41,0.9303659788273391,-1.3640625,0.70509765625,0.5859390134323963
0.4166666666666667,0.9454938809220926,-1.4175,0.73525390625,0.5975775392893815
0.42333333333333334,0.9606217830168461,-1.4716796875,0.76927734375,0.6132665165336895
0.43,0.9757496851115995,-1.49796875,0.78591796875,0.6198023500317946
0.43666666666666665,0.990877587206353,-1.5258984375,0.79859375,0.6222077915070432
0.44333333333333336,1.0060054893011066,-1.5454296875,0.8138671875,0.6298670042256695
0.45,1.02113339139586,-1.5952734375,0.8370703125,0.634350968515432
0.45666666666666667,1.0362612934906135,-1.621640625,0.85279296875,0.6399811155134194
0.4633333333333334,1.0513891955853671,-1.6496484375,0.86677734375,0.6436294946218699
0.47000000000000003,1.0665170976801206,-1.6740625,0.88333984375,0.6493185688993934
0.4766666666666667,1.081644999774874,-1.7076953125,0.89228515625,0.6493946068769623
0.4833333333333334,1.0967729018696275,-1.72265625,0.9019140625,0.652777614815511
0.49,1.111900803964381,-1.7437890625,0.90955078125,0.6541705435492443
0.4966666666666667,1.1270287060591344,-1.7692578125,0.92126953125,0.6559379190827266
0.5033333333333334,1.142156608153888,-1.7827734375,0.92716796875,0.6576328022093147
0.51,1.1572845102486413,-1.796484375,0.9313671875,0.6580774912602958
0.5166666666666667,1.172412412343395,-1.8176171875,0.93896484375,0.658887235740739
0.5233333333333334,1.1875403144381484,-1.832265625,0.9468359375,0.6610584270502362
0.53,1.202668216532902,-1.8515625,0.95267578125,0.6615142773811391
0.5366666666666667,1.2177961186276554,-1.8616796875,0.95591796875,0.6617862516702269
0.5433333333333333,1.2329240207224088,-1.8623828125,0.95630859375,0.6619647466161873
0.55,1.2480519228171623,-1.8830859375,0.9630078125,0.6625805304397488
0.5727272727272728,1.2996243163220036,-1.9117578125,0.97236328125,0.663625922933115
0.5954545454545455,1.3511967098268451,-1.9387890625,0.982265625,0.6652327803692886
0.6181818181818182,1.4027691033316865,-1.9570703125,0.9876953125,0.6656933306366466
0.640909090909091,1.454341496836528,-1.9678515625,0.99109375,0.6660330749713633
0.6636363636363637,1.5059138903413694,-1.9795703125,0.9943359375,0.6662754137848261
0.6863636363636364,1.5574862838462107,-1.98734375,0.996640625,0.6664525655460245
0.7090909090909091,1.6090586773510522,-1.9889453125,0.99708984375,0.6664921118532539
0.7318181818181819,1.6606310708558938,-1.9938671875,0.99833984375,0.6665642871131432
0.7545454545454546,1.7122034643607351,-1.996484375,0.9990625,0.6666136298920998
0.7772727272727273,1.7637758578655764,-1.9973828125,0.99931640625,0.666629363991075
0.8,1.8153482513704178,-1.997734375,0.99943359375,0.6666411985921559
