L,q,Beta,energy,specific_heat,mean_cluster_size,cluster_sizes,sigma_cluster_size
128,2,0.3833975103535011,-18339.746666666666,0.028991912181263676,2.466666666666667,"[ 2  1  1  3  1  1  5  2  2  2  1  1  1  2  2  1  1  2  3  1  1  1  3  1
  7  1  1  1  1  2  4  2  1 15  1  4  2  4  6 17  1  1  1  5  3  1  4  1
  2  4  1  5  2  1  3  1  1  1  1  2  1  1  1  3  1  2  1  1  6  1  1  4
  3  5  9  1  2  1  5  2  1  2  4  2  1  1  1  3  1  1  2  2  1  1  1  1
  6  8  2  9  1  2  1 11 10  5  2  4  1  1  3  6  5  4  1  2  2  3  4  7
  1  1  1  1  3  1  2  2  2  2  4  1  1  2  6  1  1  1  1  1  2  1  1  1
  2  1  2  1  1  4  3 12  1  1  2  3  2  1  3  1  1  1  1  1 13  3  2  5
  7  3  4  1  1  1  1  1  5  7  3  4  1  1  2  2  2  2  2  2  2  1  1  7
  1  3  2  1  3  2  1  4  1  1  3  1  4  2  6  1  3  1  1  1  2  5  1  3
  1  3  5  1  1  1  1  1  1  1  1  1  1  1  1 10  1  1  1  3  3  1  1  3
  1  1  1  3  3  2  4  2  1  1  2  1  2  3  1 16  1  1  2  1  1  5  2  1
  1  4  1  1  4  1  1  4  1  2  3  5  1  5  1  9  3  1  2  1  1  2  4  4
  2  2  3  1  7  1  1  1  1  2  1  3]",0.14081569454098442
