L,q,Beta,energy,specific_heat,mean_cluster_size,cluster_sizes,sigma_cluster_size
128,2,0.40543185002898974,-18302.58,0.030947894268041475,2.8233333333333333,"[ 2  1  5  2  1  1  1  1  1  2  6  1  1  3  1  1  3  1  7  6  2  3  1  1
  2  4  6  4  1  1  5  2  1 10  6  7  3  1  3  1 10  1  1  1  4 20  3  1
  2  1  1  4  2  1  7  1  1  1  1  2  2  2  1  1  2  1  1  4  3  5  3  1
  2  1  5  2 11  1  1  1  2  9  2  3  3  1  1  2  1  1  2  4  1  3  7  8
  5  2  1  1  1  1  6  2  1  1  3  1  1  6  6  3  1  1  1  5  3  1  1  1
  1  5  4  2  2  1  1  2  1  1  6  1  1  1  2  2  2  1  7  1  1  2  2  1
  1  1  3  3  1  1  8  1  5  3  1  5  2  2  4  4  1  4  1  1  1  5  3  1
  2  1  2  6  1  2  2  2  4  4  1  9  4  1  3  1  5 12  2  5  2  1  3  2
  1  7  8  2  2  9  2  1  3  7  3  1  7  2  3  1  1  8  7  4  5  1  1 13
  1  4  3 16  3  2  1  1  3  6  4  1  1  3  1  5  4  1  1  2  2  1  1  2
  1  6  1  1  2  2  3  2  1  4  2  3  1  1  1  3  1  2  1  1  4  1  2  1
  7  2  1  2  1  1  3  2  6  1  1 13  2  9  3 13  6  3  2  1  1  3  2  1
  1  2  1  2  2  1  6  1  4  1  1  4]",0.15573884991221898
