L,q,Beta,energy,specific_heat,mean_cluster_size,cluster_sizes,sigma_cluster_size
128,2,0.431873057639576,-18585.766666666666,0.041575472201018884,2.7866666666666666,"[ 1  1  1  2  1  1  1  5  1  3  1  1  1  2  2  1  2  4  2  3  1  1  1  3
  1  4  1  5  1  1  1  3  3  1  4  4  2  3  1  1  3  3  1  3  1  2  6  5
  4  1  2  1 20  2  1  1  1  1  1  1  5  1  2  1  1  2  1  2  1  1  2  1
  2  1  4  4  2 12  3  1  2  3  3  1  4  2  2  1  1  1  3  3  7  3  7  3
  1  1 15  1  1  1  1  5  5  4  6  2  1  4  3  2  1  3  2  9  2  3  1  2
  1  3  3  1 10  6  1  1  1  3  3  3  2  1  8  6  2  1  4  5  3  5  3  1
  1  1  2  4  1  1  2  6  1  1  2  5  2  2  3  1  3  4  1  8  2  3  1 12
  6  1  1  1  1  1  3  2  7  6  1  1  2  4  1  9  7  4  6  1  1  1  1  1
  4  1  4  4  9  2  2  2  1  1  1  5  4  1  2  1  4  1  4  4  1  1  2  3
  5  3  1  3  1  1  1  3  4 14  8  2  9  2  1  1  1  5  1  1  4  1  5  3
  1  1  2  2  3  2  4  2  1  1  1  2  1  1  6  5  3  3  1  4  1  6  2  1
  1  3  2  1  2  3  1  7  1  4 10  1  2  1  7 14  1  4  1  3  3  3  1  2
  1  3  1  1  1  6  3  1  2 10  4  1]",0.1505229333840687
