L,beta,energy,specific_heat,susceptibility,mean_cluster_size
8,0.5,-33.854465780259694,0.35120877727862165,2.2721550571863065,3.728
16,0.5,-129.2033068390173,0.16818107662842152,3.5808523109586847,3.176
8,0.8,-63.9020134715637,0.8464152679746441,14.141766956694738,15.588
16,0.8,-239.39897658747014,0.7355933252904835,16.713511649183143,18.632
8,1.1,-93.44087793952922,0.5284894851975848,43.3184107929991,32.652
16,1.1,-359.5078773987899,1.1466124673164753,134.63687592050894,95.912
