L,beta_c,N_meas,N_blocks,block_size,mean_E_per_site,sigma_naive,sigma_auto,sigma_block,tau_int_E,sqrt_2tau
16,0.44068679350977147,65536,16,4096,-1.4490268230438232,0.17415997461599697,1.1098591897457561,1.3517102455684749,20.305283790763934,6.372642119366807
